data\ca\155035\1162066\525873159.html,OTL Gouverneur Sherbrooke,"""I had the pleasure of staying at this brand new hotel for a week just a few days after it opened.\nThe staff are very friendly, helpful and accommodating.\nThe restaurant and bar were not open yet, but that didn't prevent me from having a nice stay. There are several restaurants within walking distance.\nThe pool and hot tub were nice after using the well equipped gym.\nThe rooms are great; beds and linens are comfortable, walk-in showers with heated floors in washrooms and soft towels.\nThey thought of just about everything to make a traveler feel at home.",5,positive,"September 19, 2017",3131 King West Street,Sherbrooke,Quebec,J1L 1C8
data\ca\155035\1162066\529244172.html,OTL Gouverneur Sherbrooke,"""Stayed here for one night, wish it was longer!   We were in room 429.\n\nThe hotel has only been open a few weeks.  It is still very clean.  Very comfortable rooms, and very high-end.  Wi-Fi was great.\n\nPool area was fantastic.  Two hot tubs with a pool.  Deep end in the pool would have been nice, but I'm not complaining.\n\nBreakfast was great!  Chefs would make eggs and omelettes to order.\n\nLots of shopping and food within walking distance.  \n\nHope to stay here again.  Hopefully the hotel stays amazing!",5,positive,"October 2, 2017",3131 King West Street,Sherbrooke,Quebec,J1L 1C8
data\ca\155035\1162066\530943904.html,OTL Gouverneur Sherbrooke,"""This property is a welcome addition to Sherbrooke. Stayed one night, but would love to have stayed longer. First class in every way. Friendly and helpful staff. Comfort king bed with high quality cotton linens. Plush spa type towels. Modern shower with rain shower head as well wall jets and a hand wand. Bedside tables have USB ports, side light as well as bright reading light. There is a small pool with hot tubs. Indoors and heated to a nice temperature. Large towels available. Delicious breakfast with made to order eggs, omelettes, etc. Fresh fruits and pastries. Can't wait to come back. ",5,positive,"October 7, 2017",3131 King West Street,Sherbrooke,Quebec,J1L 1C8
data\ca\155035\1162066\547378659.html,OTL Gouverneur Sherbrooke,"""The OTL is brand new - took years to complete but it was well worth it! The rooms are beautiful and comfortable with nice and well lit bathroom. The service is outstanding and the pricing very reasonable. The breakfast is delicious! There is a restaurant and bar on site and it\u2019s well located near everything you may need. Finally a great luxury hotel in Sherbrooke!!!!!",5,positive,"December 15, 2017",3131 King West Street,Sherbrooke,Quebec,J1L 1C8
data\ca\155035\1162066\550243057.html,OTL Gouverneur Sherbrooke,"""OTL Gouverneur Sherbrooke is a newly renovated hotel on King Street West. (We stayed in the previous Gouverneur hotel in this location in the 1990s and early 2000s. The renovations took a long time!)\n\nThe renovations were more than successful. The basic floor plans of the rooms is the same, but they are definitely 21st century -- right down to the iPads in the rooms that provide hotel information and allow you to listen to a choice of radio stations.\n\nThe rooms are comfortable and well appointed.\n\nThe hotel contains a large fitness centre with a wide assortment of machines and exercices.\n\nThe breakfast buffet is excellent with a variety of offerings. A chef will prepare your eggs and waffles to order for you.\n\nThe personnel are all friendly.",5,positive,"December 30, 2017",3131 King West Street,Sherbrooke,Quebec,J1L 1C8
data\ca\155035\1162066\550674541.html,OTL Gouverneur Sherbrooke,"""I greately enjoyed a 4-night stay at OTL! Conviently located close to highway 10 and to a variety of restaurants, this hotel provides a luxurious environment and a warm and professional service! Luxury stikes you as you come in the lobby and again in the room: classy, spacious, very comfortable. The bathroom is quite amazing with the heated floor and high end glass shower, just to name a few features. I loved the full breakfast included with the room and served with Starbuck Coffee! Chef Alexis prepared the most amazing scrambled eggs I've ever seen (check how he does it!). Most of all, I so much appreciated the smiles, warmth and generosity of the personel! Thank you Jessica, Marie-Mai, Daniel, Miguel, Nathalie, Jean-Yves, C\u00E9dric and Chef Alexis!",5,positive,"January 1, 2018",3131 King West Street,Sherbrooke,Quebec,J1L 1C8
data\ca\155035\1162066\553604273.html,OTL Gouverneur Sherbrooke,"""If you find this helpful please click helpful below.\n\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\n\nThis place was appointed like a large city hotel.  The ambiance was amazing!\n\nThe rooms, a bit small but really comfortable nonetheless.   Great bathrooms, bed comfortable, all the modern essentials.\n\nThe parking was free.\n\nThe check in was smooth and friendly.\n\nThe complimentary breakfast was more than expected.\n\nThe bar \u002F restaurant vibe was like a club.  The food looked amazing although we did not eat there, I would.  The staff was attentive and friendly although it did feel a bit slower than normal.\n\nThis place is the only place I would stay in Sherbrooke!",5,positive,"January 13, 2018",3131 King West Street,Sherbrooke,Quebec,J1L 1C8
data\ca\155035\1162066\556964371.html,OTL Gouverneur Sherbrooke,"""Conveniently located and home of an outstanding restaurant!  The lobby is beautifully decorated and the breakfast was excellent.  Every staff member we met was friendly and professional.  The room was very comfortable and well appointed.  We only stayed one night but would have loved to have more time to explore the pool and spa!  Highly recommend this hotel!",5,positive,"January 28, 2018",3131 King West Street,Sherbrooke,Quebec,J1L 1C8
data\ca\155035\1162066\568691245.html,OTL Gouverneur Sherbrooke,"""We stayed for 2 nights, staff was very pleasant and polite and dedicated to their job. This hotel is well built quality materials and very comfortable room, we heard nothing and we stayed with our dog they were very accommodating for us. The food was great in the morning, self serve and made to order omelette in the morning. We also dined at the restaurant Boefish it was delicious, great food, we\u2019ll cooked, great service.",5,positive,"March 25, 2018",3131 King West Street,Sherbrooke,Quebec,J1L 1C8
data\ca\155035\1162066\571776788.html,OTL Gouverneur Sherbrooke,"""The hotel is modern, all marble and cristal. The rooms have wonderful details such as a Nespresso coffee machine and an iPad as well as the best quality sheets and towels. The pool is saltwater and at 36 degrees C. But you must experience the breakfast with Starbucks coffee and a chef making any egg dish you want, scrumptious meats, breads and assorted croissants and danishes. This hotel is worth every penny. I highly recommend it.",5,positive,"April 7, 2018",3131 King West Street,Sherbrooke,Quebec,J1L 1C8
data\ca\155035\1162066\576062741.html,OTL Gouverneur Sherbrooke,"""Great new hotel.  Stayed here few times now.  Service is great.  Everything is clean, modern and fresh.  Breakfast buffet is very good with ample choies.  Rooms are clean and comfortable and room amenities are excellent.  Appreciate the free water and Nesspresso coffee machines.  Must stay here!",5,positive,"April 27, 2018",3131 King West Street,Sherbrooke,Quebec,J1L 1C8
data\ca\155035\1162066\577868939.html,OTL Gouverneur Sherbrooke,"""This new spot in Sherbrooke is high class. The common spaces are beautiful. The included breakfast is complete. I absolutely loved making my own omelette one morning and having crepes the next day. The bed was very comfortable and many pillows are offered to suit everyones sleeping needs.",5,positive,"May 4, 2018",3131 King West Street,Sherbrooke,Quebec,J1L 1C8
data\ca\155035\1162066\580457735.html,OTL Gouverneur Sherbrooke,"""I'm from the hospitality industry and am not a big fan of the older H\u00F4tel Gouverneur model. \nI booked here as it was pet friendly (45$ extra) and only a small 30$ difference from the Comfort Inn, including full breakfast. \nI had been apart from my pup for 2 weeks, so bringing him along was a must. The greeting at the front desk from Melissa (?) was fantastic, you could tell that she loved her career and she was very warm and friendly and she approached my dog kindly and gave him lots of love.\nUpon entering the room, Oreo quickly noticed the blanket and bowls that were beautifully spread out for him - He knew they were for him and they were super clean. \nMy room was amazing, super comfortable, clean and modern. \nThe pool was OK, not a lot of exterior lighting and the hot tubs are very close to the pool itself, so it can be loud rather than relaxing. \nI did not use the restaurant, but heard great feedback about it. \nThe breakfast was great. Starbucks coffee, healthy options, omelette station, news channels and friendly staff.\n\nThey have successfully changed my opinion on the old Gouverneur, I will now consider this brand for future travels.\nThank you !",5,positive,"May 15, 2018",3131 King West Street,Sherbrooke,Quebec,J1L 1C8
data\ca\155035\1162066\586491108.html,OTL Gouverneur Sherbrooke,"""It was all about her personalized and professional customer service. \nI felt so good staying there for work that I booked two more nights to enjoy the weekend with my spouse.\nMy stay was worth every penny.",5,positive,"June 10, 2018",3131 King West Street,Sherbrooke,Quebec,J1L 1C8
data\ca\155035\1162066\586764756.html,OTL Gouverneur Sherbrooke,"""We had to be out of our home for 5 weeks cause of sewer damage. We enjoyed the hotel, the staff and the restaurant. Breakfast is first class. The view of the city was great. We highly recommend the stay at OTL Gouverneur. Enjoy!",5,positive,"June 11, 2018",3131 King West Street,Sherbrooke,Quebec,J1L 1C8
